air,water
0,0
0.5,0
1,0
1.5,0
2,0
2.521128193,0.055629125
2.929577514,0.124503318
3.352112907,0.19205304
3.830985907,0.266225161
4.295774743,0.327152305
4.676056692,0.373509953
5.225352416,0.442384057
5.661971972,0.491390737
6.140844972,0.541721799
6.774647584,0.592052995
7.436619476,0.633112581
8.225352655,0.668874193
8.929577991,0.694039724
9.746478542,0.717880784
11.01408377,0.744370875
