air,water
0.274459979,0.047430878
0.411690227,0.10671924
0.556544177,0.146245039
0.71664553,0.19367585
0.952985967,0.233201514
1.30368503,0.266798469
1.662007795,0.276679785
1.867852909,0.274703549
2.119441783,0.268774706
2.500636169,0.258893256
2.874205821,0.250988177
3.247776506,0.245059334
3.590851351,0.241106727
4.078780146,0.237154054
4.360863827,0.235177884
4.734434512,0.231225278
5.031766113,0.227272671
