air,water
0.205845114,0.057312059
0.304955819,0.136363656
0.388818605,0.187747007
0.533672555,0.254940649
0.663278584,0.304347764
0.80813305,0.341897192
1.059720891,0.389328069
1.242693866,0.411067205
1.456162682,0.422924891
1.791613825,0.42094852
2.081321724,0.411067205
2.470139813,0.395256912
2.86658212,0.385375396
3.240152805,0.37549408
3.628970893,0.371541473
