x, y
1.3167700295,44.9438629902
1.9378880315,50.5620837467
2.8571438190,56.1799238908
3.9006235435,61.7977640349
5.0434780413,61.7977640349
6.2360258170,67.4159847915
7.1552799213,73.0338249356
8.2981361023,78.6512844672
9.4658380807,84.2698858362
10.5341619193,101.1237868810
11.5279500492,106.7416270251
12.7701860531,117.9776879257
13.9130439174,123.5955280698
15.1055916930,134.8315889705
15.9751558859,134.8315889705
