x, y
1.7142859547436513, 101.1237868809917
2.7329198819399614, 196.62935300541645
4.099379822909944, 269.66317794099535
5.267080118060038, 292.1349191298398
6.5590060334503475, 297.7527592739319
7.552797529727514, 292.1349191298398
8.571428090512699, 280.89847761670336
10.012422057062354, 275.28101808508745
11.180124035418011, 275.28101808508745
12.347826013773673, 280.89847761670336
13.391304055094682, 286.5170789857476
14.807452224314074, 314.6070409311608
15.900620177090056, 325.8427212193454
16.993788129866047, 325.8427212193454
