x, y
0.9689440157413386, 0
1.6149078150392733, 229.4776909092144
2.4844720078706706, 386.19407026373017
3.403726112157036, 481.3432735009513
4.621118001967669, 526.1194360582825
5.664596043288681, 531.7163141808423
6.956521958678986, 520.522178743438
8.14906805115935, 509.32842249831873
9.565217903584301, 498.1342870609151
10.832298021644341, 509.32842249831873
12.347826013773673, 514.9253006208785
13.341615826845276, 514.9253006208785
14.732919881939964, 503.73078599118975
16.04968822824941, 498.1342870609151
17.54037210625404, 498.1342870609151
