x, y
0.34782601377367217, 0
0.7453419390023143, 190.298406474443
1.4658380806743605, 374.99993482632584
2.285714045256348, 559.7014631782097
3.3788819980323326, 749.999869652652
4.844720078706693, 901.1193708846087
6.186335905551971, 962.6865470019029
7.5279500491916815, 973.8806824393066
8.745341939002314, 957.0896688793432
9.66459604328868, 945.8955334419392
11.130435807168602, 934.7012084083932
12.47204995080832, 934.7012084083932
13.639751929163978, 940.2986553193797
14.832303071261036, 945.8955334419392
15.950311771750597, 945.8955334419392
17.217391889810635, 934.7012084083932
18.28571909487304, 917.9103844445721
19.304347972452664, 895.5224927620488
