air,water
0.472049951,117.5374741
1.167701978,458.9553818
1.763975866,699.626829
2.409937982,985.0744387
3.155279921,1253.731414
3.975155886,1427.238807
4.919254104,1494.402672
6.012422057,1466.417902
7.055900098,1416.044672
8.298136102,1371.268509
9.416151536,1365.671631
10.93167953,1388.059712
12.2981361,1399.253658
13.5652179,1382.462644
14.93167616,1337.686482
16.79503185,1298.507577
