air,water
0.968944016,0
1.614907815,229.4776909
2.484472008,386.1940703
3.403726112,481.3432735
4.621118002,526.1194361
5.664596043,531.7163142
6.956521959,520.5221787
8.149068051,509.3284225
9.565217904,498.1342871
10.83229802,509.3284225
12.34782601,514.9253006
13.34161583,514.9253006
14.73291988,503.730786
16.04968823,498.1342871
17.54037211,498.1342871
