air,water
0.372670128,173.5073929
0.770186053,498.1342871
1.167701978,761.1940051
1.739130069,1085.820899
2.285714045,1337.686482
3.080745896,1595.148943
4.173915532,1819.029755
5.31677003,1930.970162
6.633540059,1975.746135
8.074534026,1975.746135
9.366459941,1953.358053
11.15527992,1930.970162
12.9440999,1908.58208
14.68323165,1874.999674
16.14906805,1830.223891
17.46583976,1796.641674
18.68323165,1774.253403
