air,water
0.89440999,0
1.78881998,167.9105148
2.807453908,285.4472305
3.950310089,358.2089213
4.968944016,386.1940703
6.161490108,386.1940703
7.329192087,380.5968129
8.645962116,363.8054202
9.863354006,358.2089213
11.30434797,369.4030567
12.54658398,380.5968129
13.71428595,391.7909484
14.93167616,397.3882057
15.95031177,391.7909484
