air,water
0.347826014,0
0.745341939,190.2984065
1.465838081,374.9999348
2.285714045,559.7014632
3.378881998,749.9998697
4.844720079,901.1193709
6.186335906,962.686547
7.527950049,973.8806824
8.745341939,957.0896689
9.664596043,945.8955334
11.13043581,934.7012084
12.47204995,934.7012084
13.63975193,940.2986553
14.83230307,945.8955334
15.95031177,945.8955334
17.21739189,934.7012084
18.28571909,917.9103844
19.30434797,895.5224928
