air,water
0.819875965,240.6714472
1.267080118,447.7612464
1.838509892,666.0448019
2.68322997,906.716249
3.726708012,1108.208791
5.068323839,1236.9404
6.260869931,1270.522428
7.428571909,1270.522428
8.89440999,1242.537279
10.33540396,1220.149387
11.90062186,1220.149387
13.21739189,1236.9404
14.60869594,1270.522428
15.85093195,1287.313441
16.89441167,1292.910319
