air,water
1.714285955,101.1237869
2.732919882,196.629353
4.099379823,269.6631779
5.267080118,292.1349191
6.559006033,297.7527593
7.55279753,292.1349191
8.571428091,280.8984776
10.01242206,275.2810181
11.18012404,275.2810181
12.34782601,280.8984776
13.39130406,286.517079
14.80745222,314.6070409
15.90062018,325.8427212
16.99378813,325.8427212
