air,water
1.31677003,44.94386299
1.937888032,50.56208375
2.857143819,56.17992389
3.900623544,61.79776403
5.043478041,61.79776403
6.236025817,67.41598479
7.155279921,73.03382494
8.298136102,78.65128447
9.465838081,84.26988584
10.53416192,101.1237869
11.52795005,106.741627
12.77018605,117.9776879
13.91304392,123.5955281
15.10559169,134.831589
15.97515589,134.831589
